+0.000000	+0.000000	+0.000000
+0.006250	+0.000000	+0.000000
+0.012500	+0.000000	+0.000000
+0.018750	+0.000000	+0.000000
+0.025000	+0.000000	+0.000000
+0.031250	+0.000000	+0.000000
+0.037500	+0.000000	+0.000000
+0.043750	+0.000000	+0.000000
+0.050000	+0.000000	+0.000000
+0.056250	+0.000000	+0.000000
+0.062500	+0.000000	+0.000000
+0.068750	+0.000000	+0.000000
+0.075000	+0.000000	+0.000000
+0.081250	+0.000000	+0.000000
+0.087500	+0.000000	+0.000000
+0.093750	+0.000000	+0.000000
+0.100000	+0.000000	+0.000000
+0.106250	+0.000000	+0.000000
+0.112500	+0.000000	+0.000000
+0.118750	+0.000000	+0.000000
+0.125000	+0.000000	+0.000000
+0.131250	+0.000000	+0.000000
+0.137500	+0.000000	+0.000000
+0.143750	+0.000000	+0.000000
+0.150000	+0.000000	+0.000000
+0.156250	+0.000000	+0.000000
+0.162500	+0.000000	+0.000000
+0.168750	+0.000000	+0.000000
+0.175000	+0.000000	+0.000000
+0.181250	+0.000000	+0.000000
+0.187500	+0.000000	+0.000000
+0.193750	+0.000000	+0.000000
+0.200000	+0.000000	+0.000000
+0.206250	+0.000000	+0.000000
+0.212500	+0.000000	+0.000000
+0.218750	+0.000000	+0.000000
+0.225000	+0.000000	+0.000000
+0.231250	+0.000000	+0.000000
+0.237500	+0.000000	+0.000000
+0.243750	+0.000000	+0.000000
+0.250000	+0.000000	+0.000000
+0.256250	+0.000000	+0.000000
+0.262500	+0.000000	+0.000000
+0.268750	+0.000000	+0.000000
+0.275000	+0.000000	+0.000000
+0.281250	+0.000000	+0.000000
+0.287500	+0.000000	+0.000000
+0.293750	+0.000000	+0.000000
+0.300000	+0.000000	+0.000000
+0.306250	+0.000000	+0.000000
+0.312500	+0.000000	+0.000000
+0.318750	+0.000000	+0.000000
+0.325000	+0.000000	+0.000000
+0.331250	+0.000000	+0.000000
+0.337500	+0.000000	+0.000000
+0.343750	+0.000000	+0.000000
+0.350000	+0.000000	+0.000000
+0.356250	+0.000000	+0.000000
+0.362500	+0.000000	+0.000000
+0.368750	+0.000000	+0.000000
+0.375000	+0.000000	+0.000000
+0.381250	+0.000000	+0.000000
+0.387500	+0.000000	+0.000000
